page_url;page_value;referrer_url;bouncerate;Month;weekday;OperatingSystem;Browser;Region;TrafficType;VisitorType;Revenue ist grösser Null
about-us.htm;0;.com;0;March;Wednesday;3;2;1;1;Returning_Visitor;0
home.htm;0;dcmwwdjvjmiom.com;0;February;Saturday;2;2;8;1;Returning_Visitor;0
home.htm;0;.com;0;February;Thursday;2;2;1;1;Returning_Visitor;0
news.htm;0;hwhkyricmyze.com;0;February;Saturday;2;5;1;5;Returning_Visitor;0
news.htm;0;dcmwwdjvjmiom.com;0;February;Tuesday;2;2;8;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Monday;1;1;3;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Sunday;1;1;4;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Wednesday;3;2;2;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Tuesday;4;1;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Thursday;2;5;1;1;Returning_Visitor;0
news.htm;0;dcmwwdjvjmiom.com;0;March;Wednesday;1;1;1;1;Returning_Visitor;0
news.htm;0;.com;0.06;February;Saturday;3;2;1;1;Returning_Visitor;0
home.htm;0;.com;0;February;Saturday;3;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0.18;February;Saturday;2;2;3;1;Returning_Visitor;0
contact.htm;0;.com;0.18;March;Thursday;1;1;3;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Friday;3;2;1;1;Returning_Visitor;0
home.htm;0;hwhkyricmyze.com;0;March;Wednesday;2;4;4;1;Returning_Visitor;0
news.htm;0;.com;0;March;Thursday;4;2;2;1;Returning_Visitor;0
contact.htm;0;.com;0.03;March;Wednesday;3;3;1;1;Returning_Visitor;0
contact.htm;0;.com;0.18;February;Tuesday;2;4;1;1;Returning_Visitor;0
overview.htm;0;.com;0.18;February;Saturday;3;2;3;1;Returning_Visitor;0
50976;12.99;.com;0;February;Saturday;2;2;4;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Friday;2;6;6;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Saturday;2;4;2;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Monday;1;1;3;1;Returning_Visitor;0
home.htm;0;.com;0.03;February;Monday;1;1;1;1;Returning_Visitor;0
50976;30.99;.com;0;March;Thursday;1;1;3;1;Returning_Visitor;0
home.htm;0;.com;0;February;Thursday;2;2;5;1;Returning_Visitor;0
news.htm;0;.com;0.18;March;Wednesday;2;2;4;1;Returning_Visitor;0
60358;21.99;.com;0;February;Friday;2;2;3;1;Returning_Visitor;1
home.htm;0;.com;0;February;Thursday;4;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0.18;March;Thursday;2;2;5;1;Returning_Visitor;0
news.htm;0;.com;0;February;Tuesday;2;7;2;1;Returning_Visitor;0
contact.htm;0;.com;0.18;February;Thursday;3;2;3;1;Returning_Visitor;0
news.htm;0;.com;0.18;February;Friday;2;6;1;1;Returning_Visitor;0
home.htm;0;.com;0;February;Monday;2;6;6;1;Returning_Visitor;0
news.htm;0;.com;0;February;Thursday;2;2;3;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Tuesday;2;4;3;1;Returning_Visitor;0
home.htm;0;.com;0;February;Thursday;2;4;3;1;Returning_Visitor;0
news.htm;0;.com;0;February;Wednesday;2;4;1;1;Returning_Visitor;0
10664;0;.com;0;February;Sunday;2;6;1;1;Returning_Visitor;1
about-us.htm;0;ziuuaahaboybng.com;0;February;Monday;3;2;3;1;Returning_Visitor;0
about-us.htm;0;.com;0.18;February;Saturday;1;1;1;1;Returning_Visitor;0
home.htm;0;.com;0.18;February;Thursday;1;1;1;1;Returning_Visitor;0
news.htm;0;.com;0;March;Wednesday;4;1;1;5;Returning_Visitor;0
home.htm;0;.com;0;February;Sunday;1;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Tuesday;2;2;1;1;Returning_Visitor;0
contact.htm;0;dcmwwdjvjmiom.com;0;February;Monday;3;2;4;1;Returning_Visitor;0
contact.htm;0;.com;0.18;March;Wednesday;2;2;2;1;Returning_Visitor;0
contact.htm;0;.com;0.18;February;Thursday;1;1;1;1;Returning_Visitor;0
overview.htm;0;.com;0.03;February;Thursday;2;2;2;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Thursday;1;1;1;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Tuesday;4;1;3;1;Returning_Visitor;0
news.htm;0;.com;0;February;Sunday;1;1;4;1;Returning_Visitor;0
news.htm;0;.com;0;February;Friday;1;1;1;1;Returning_Visitor;0
home.htm;0;.com;0.18;February;Monday;1;1;1;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Thursday;1;1;1;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Wednesday;2;2;1;5;New_Visitor;0
news.htm;0;.com;0;February;Monday;4;1;3;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Thursday;1;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0.03;March;Wednesday;1;1;1;1;Returning_Visitor;0
home.htm;0;ooemquqyrsx.com;0;February;Tuesday;1;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0.03;February;Saturday;2;4;1;5;Returning_Visitor;0
contact.htm;0;.com;0;February;Monday;3;2;3;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Wednesday;2;4;1;1;Returning_Visitor;0
20245;12.99;.com;0;February;Friday;1;1;7;1;Returning_Visitor;1
contact.htm;0;.com;0;February;Saturday;1;1;3;1;Returning_Visitor;0
news.htm;0;.com;0;February;Saturday;2;2;4;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Tuesday;1;1;3;1;Returning_Visitor;0
home.htm;0;dcmwwdjvjmiom.com;0.15;February;Friday;1;1;7;1;Returning_Visitor;0
contact.htm;0;.com;0.03;February;Tuesday;4;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0.03;February;Tuesday;1;1;1;1;Returning_Visitor;0
overview.htm;0;.com;0.03;February;Wednesday;3;3;1;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Monday;2;5;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Monday;2;2;3;1;Returning_Visitor;0
contact.htm;0;.com;0.18;February;Friday;2;2;1;1;Returning_Visitor;0
overview.htm;0;.com;0.18;March;Wednesday;1;1;2;1;Returning_Visitor;0
news.htm;0;.com;0;February;Thursday;2;4;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Wednesday;1;1;1;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Sunday;1;1;1;1;Returning_Visitor;0
news.htm;0;.com;0;February;Wednesday;3;2;1;1;Returning_Visitor;0
contact.htm;0;dcmwwdjvjmiom.com;0;March;Wednesday;2;2;3;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Wednesday;4;1;3;1;Returning_Visitor;0
home.htm;0;.com;0;February;Saturday;2;4;9;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Friday;2;4;4;1;Returning_Visitor;0
home.htm;0;.com;0;February;Wednesday;2;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Thursday;1;1;3;1;Returning_Visitor;0
home.htm;0;.com;0;February;Sunday;1;1;3;1;Returning_Visitor;0
home.htm;0;.com;0;February;Thursday;2;4;3;1;Returning_Visitor;0
news.htm;0;.com;0.18;February;Thursday;1;1;3;1;Returning_Visitor;0
home.htm;0;.com;0;February;Sunday;2;2;1;1;Returning_Visitor;0
home.htm;0;.com;0;February;Tuesday;1;1;8;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Friday;2;2;9;1;Returning_Visitor;0
about-us.htm;0;.com;0.12;February;Wednesday;2;4;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Tuesday;2;6;1;1;Returning_Visitor;0
news.htm;0;.com;0;March;Thursday;2;2;1;5;Returning_Visitor;0
news.htm;0;.com;0.18;February;Sunday;3;2;3;1;Returning_Visitor;0
home.htm;0;.com;0;February;Sunday;2;2;4;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Thursday;1;1;3;1;Returning_Visitor;0
home.htm;0;.com;0;February;Thursday;3;2;4;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Friday;2;4;5;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Tuesday;2;4;1;5;Returning_Visitor;0
news.htm;0;.com;0.03;February;Tuesday;2;2;1;1;Returning_Visitor;0
news.htm;0;.com;0;February;Monday;1;1;3;1;Returning_Visitor;0
home.htm;0;.com;0.18;February;Friday;2;2;7;1;Returning_Visitor;0
news.htm;0;.com;0;February;Friday;1;1;6;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Tuesday;2;4;2;1;Returning_Visitor;0
home.htm;0;.com;0.18;February;Monday;2;2;2;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Sunday;2;2;3;5;Returning_Visitor;0
news.htm;0;.com;0.06;February;Tuesday;2;4;1;1;Returning_Visitor;0
home.htm;0;dcmwwdjvjmiom.com;0;February;Friday;2;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Saturday;2;2;3;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Monday;1;1;4;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Thursday;2;2;2;1;Returning_Visitor;0
news.htm;0;.com;0;February;Friday;1;2;1;1;Returning_Visitor;0
home.htm;0;.com;0.18;February;Saturday;2;2;3;1;Returning_Visitor;0
contact.htm;0;.com;0.09;February;Friday;2;5;5;1;Returning_Visitor;0
news.htm;0;.com;0;February;Thursday;2;2;3;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Wednesday;2;6;1;1;Returning_Visitor;0
overview.htm;0;.com;0.03;February;Friday;3;2;2;1;Returning_Visitor;0
contact.htm;0;.com;0.18;March;Thursday;3;3;3;1;Returning_Visitor;0
about-us.htm;0;.com;0;February;Tuesday;1;1;1;1;Returning_Visitor;0
contact.htm;0;.com;0.18;February;Friday;1;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0.18;February;Saturday;3;2;3;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Thursday;1;1;4;1;Returning_Visitor;0
news.htm;0;.com;0.03;February;Saturday;1;1;1;1;Returning_Visitor;0
home.htm;0;dcmwwdjvjmiom.com;0;February;Friday;1;1;1;1;Returning_Visitor;0
home.htm;0;.com;0;February;Saturday;1;1;3;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Thursday;2;2;1;1;Returning_Visitor;0
news.htm;0;gesjugrgnhijzs.com;0;March;Thursday;1;1;3;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Tuesday;2;2;1;1;Returning_Visitor;0
about-us.htm;0;dcmwwdjvjmiom.com;0.06;February;Thursday;2;2;1;1;Returning_Visitor;0
contact.htm;0;dcmwwdjvjmiom.com;0;February;Monday;2;4;6;1;Returning_Visitor;0
overview.htm;0;.com;0;February;Thursday;3;2;7;1;Returning_Visitor;0
home.htm;0;.com;0;February;Monday;1;1;2;1;Returning_Visitor;0
news.htm;0;.com;0;February;Friday;2;4;1;1;Returning_Visitor;0
news.htm;0;.com;0.06;February;Tuesday;1;1;1;1;Returning_Visitor;0
overview.htm;0;.com;0.18;February;Sunday;1;1;1;1;Returning_Visitor;0
news.htm;0;.com;0;February;Tuesday;2;2;8;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Monday;1;1;2;1;Returning_Visitor;0
contact.htm;0;.com;0;February;Sunday;1;1;6;1;Returning_Visitor;0
news.htm;0;.com;0;February;Sunday;1;1;1;1;Returning_Visitor;0
home.htm;0;.com;0.18;March;Wednesday;3;2;3;1;Returning_Visitor;0
overview.htm;0;.com;0.03;February;Saturday;1;1;6;1;Returning_Visitor;0
news.htm;0;.com;0;February;Saturday;3;2;6;1;Returning_Visitor;0
contact.htm;0;.com;0.18;February;Sunday;4;2;1;1;Returning_Visitor;0
home.htm;0;.com;0.18;February;Monday;2;4;1;1;Returning_Visitor;0
news.htm;0;.com;0;February;Monday;3;2;1;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Friday;2;2;1;5;Returning_Visitor;0
50976;0;.com;0;March;Thursday;1;1;3;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Saturday;2;2;3;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Tuesday;3;2;6;1;Returning_Visitor;0
31029;0;.com;0;March;Sunday;2;2;7;1;Returning_Visitor;1
10664;42.99;.com;0;March;Thursday;2;2;1;1;Returning_Visitor;0
overview.htm;0;.com;0.18;March;Thursday;1;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0.03;March;Friday;2;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Saturday;1;1;1;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Sunday;2;2;3;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Tuesday;1;1;7;1;Returning_Visitor;0
news.htm;0;.com;0;March;Friday;1;1;1;1;Returning_Visitor;0
50976;12.99;.com;0;March;Thursday;2;2;4;1;New_Visitor;1
news.htm;0;.com;0;March;Sunday;2;2;1;1;Returning_Visitor;0
40920;142.99;.com;0;March;Thursday;2;2;9;1;New_Visitor;1
83948;90.99;.com;0;March;Saturday;2;4;1;1;New_Visitor;1
40920;142.99;.com;0;March;Thursday;2;2;7;5;Returning_Visitor;1
overview.htm;0;thnnhbcnlesrvr.com;0;March;Sunday;1;1;1;5;Returning_Visitor;0
contact.htm;0;.com;0;March;Saturday;1;1;1;1;New_Visitor;0
contact.htm;0;.com;0;March;Thursday;1;2;1;5;Returning_Visitor;0
about-us.htm;0;.com;0;March;Monday;3;2;1;10;Returning_Visitor;0
home.htm;0;.com;0;March;Saturday;2;2;5;1;New_Visitor;0
92881;30.99;.com;0;March;Saturday;2;5;2;1;New_Visitor;1
overview.htm;0;.com;0;March;Sunday;2;2;7;1;New_Visitor;0
overview.htm;0;.com;0;March;Sunday;3;2;7;1;New_Visitor;0
overview.htm;0;.com;0;March;Thursday;2;4;1;1;Returning_Visitor;0
home.htm;0;.com;0.03;March;Monday;3;2;3;1;Returning_Visitor;0
overview.htm;0;.com;0.03;March;Sunday;2;6;3;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Thursday;3;2;8;10;Returning_Visitor;0
news.htm;0;.com;0;March;Friday;1;2;6;5;Returning_Visitor;0
about-us.htm;0;.com;0;March;Wednesday;2;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Saturday;2;2;4;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Tuesday;1;2;7;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Saturday;2;4;2;1;Returning_Visitor;0
contact.htm;0;dcmwwdjvjmiom.com;0;March;Friday;2;2;3;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Thursday;2;4;3;10;Returning_Visitor;0
92881;30.99;ooemquqyrsx.com;0;March;Friday;2;2;5;1;Returning_Visitor;1
contact.htm;0;.com;0.06;March;Friday;2;2;1;1;Returning_Visitor;0
home.htm;0;.com;0.09;March;Friday;3;2;1;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Thursday;2;2;1;5;New_Visitor;0
home.htm;0;.com;0;March;Thursday;3;2;4;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Tuesday;2;2;3;10;Returning_Visitor;0
contact.htm;0;.com;0;March;Friday;2;2;4;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Thursday;2;2;1;1;Returning_Visitor;0
20245;12.99;.com;0;March;Sunday;2;2;1;1;Returning_Visitor;1
news.htm;0;.com;0;March;Saturday;2;2;1;1;Returning_Visitor;0
50976;0;.com;0;March;Thursday;2;2;7;5;Returning_Visitor;0
contact.htm;0;.com;0;March;Monday;2;2;3;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Tuesday;4;1;1;1;Returning_Visitor;0
60358;21.99;.com;0;March;Saturday;2;2;3;1;Returning_Visitor;0
home.htm;0;.com;0;March;Wednesday;3;2;2;1;Returning_Visitor;0
home.htm;0;.com;0;March;Wednesday;3;2;2;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Monday;3;2;1;5;Returning_Visitor;0
news.htm;0;.com;0;March;Sunday;2;6;1;1;Returning_Visitor;0
news.htm;0;.com;0;March;Friday;3;2;2;1;Returning_Visitor;0
home.htm;0;.com;0;March;Saturday;2;2;4;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Saturday;2;2;2;1;Returning_Visitor;0
about-us.htm;0;dcmwwdjvjmiom.com;0;March;Sunday;2;5;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Wednesday;2;2;8;1;Returning_Visitor;0
overview.htm;0;dcmwwdjvjmiom.com;0;March;Wednesday;2;2;1;1;Returning_Visitor;0
home.htm;0;.com;0;March;Friday;2;10;1;1;Returning_Visitor;0
home.htm;0;.com;0;March;Thursday;4;1;1;1;Returning_Visitor;0
contact.htm;0;dcmwwdjvjmiom.com;0;March;Tuesday;2;2;8;1;Returning_Visitor;0
overview.htm;0;.com;0.03;March;Sunday;3;3;1;1;Returning_Visitor;0
31029;0;.com;0;March;Sunday;2;2;3;1;Returning_Visitor;1
contact.htm;0;.com;0;March;Tuesday;3;2;2;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Sunday;3;2;9;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Wednesday;2;5;1;1;Returning_Visitor;0
about-us.htm;0;.com;0.18;March;Thursday;1;1;1;1;Returning_Visitor;0
contact.htm;0;.com;0.06;March;Sunday;2;5;2;1;Returning_Visitor;0
home.htm;0;rzfqubrpivjx.com;0;March;Tuesday;2;2;5;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Tuesday;1;1;1;1;Returning_Visitor;0
contact.htm;0;puntvfinyw.com;0;March;Wednesday;3;2;3;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Wednesday;1;1;7;5;Returning_Visitor;0
news.htm;0;.com;0;March;Thursday;1;1;3;1;Returning_Visitor;0
news.htm;0;.com;0;March;Friday;2;2;1;5;New_Visitor;0
overview.htm;0;dcmwwdjvjmiom.com;0;March;Sunday;7;1;6;1;Returning_Visitor;0
overview.htm;0;.com;0.18;March;Wednesday;3;3;5;1;Returning_Visitor;0
50976;0;.com;0;March;Tuesday;2;2;3;1;Returning_Visitor;1
contact.htm;0;.com;0;March;Friday;2;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Thursday;2;2;7;1;Returning_Visitor;0
60358;51.99;.com;0;March;Saturday;2;5;3;1;Returning_Visitor;1
overview.htm;0;.com;0;March;Saturday;1;8;7;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Saturday;2;2;1;10;Returning_Visitor;0
home.htm;0;.com;0;March;Wednesday;2;4;1;1;Returning_Visitor;0
home.htm;0;.com;0;March;Wednesday;1;1;1;1;Returning_Visitor;0
home.htm;0;.com;0.03;March;Thursday;3;2;1;1;Returning_Visitor;0
news.htm;0;.com;0.18;March;Tuesday;2;5;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Thursday;1;1;1;5;New_Visitor;0
about-us.htm;0;.com;0;March;Sunday;2;5;3;1;Returning_Visitor;0
home.htm;0;.com;0;March;Tuesday;1;1;2;5;Returning_Visitor;0
contact.htm;0;.com;0;March;Sunday;2;5;6;1;Returning_Visitor;0
50976;30.99;.com;0;March;Friday;1;1;1;1;Returning_Visitor;1
about-us.htm;0;dcmwwdjvjmiom.com;0;March;Saturday;4;2;9;1;Returning_Visitor;0
home.htm;0;.com;0;March;Thursday;2;2;2;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Thursday;2;2;3;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Monday;2;2;1;1;Returning_Visitor;0
60358;51.99;.com;0;March;Thursday;2;2;1;10;Returning_Visitor;1
50976;0;.com;0;March;Thursday;3;2;2;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Thursday;2;2;4;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Thursday;3;9;9;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Tuesday;2;2;2;1;Returning_Visitor;0
overview.htm;0;.com;0.18;March;Saturday;2;2;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Tuesday;2;2;1;1;Returning_Visitor;0
news.htm;0;.com;0;March;Tuesday;2;2;5;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Friday;1;1;1;10;Returning_Visitor;0
news.htm;0;.com;0;March;Saturday;3;2;6;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Wednesday;2;2;3;5;Returning_Visitor;0
about-us.htm;0;.com;0;March;Saturday;3;2;2;1;Returning_Visitor;0
overview.htm;0;.com;0.18;March;Saturday;1;1;1;1;Returning_Visitor;0
60358;42.99;dcmwwdjvjmiom.com;0;March;Saturday;2;2;1;5;Returning_Visitor;1
20245;51.99;.com;0;March;Thursday;3;2;1;1;Returning_Visitor;1
about-us.htm;0;.com;0;March;Thursday;2;5;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Tuesday;3;2;1;1;Returning_Visitor;0
overview.htm;0;.com;0.18;March;Wednesday;1;1;8;1;Returning_Visitor;0
overview.htm;0;hwhkyricmyze.com;0;March;Wednesday;2;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Wednesday;1;1;1;5;Returning_Visitor;0
about-us.htm;0;.com;0;March;Tuesday;2;2;2;1;Returning_Visitor;0
contact.htm;0;.com;0.18;March;Friday;3;2;3;1;Returning_Visitor;0
news.htm;0;.com;0;March;Friday;2;2;6;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Wednesday;3;2;1;1;Returning_Visitor;0
news.htm;0;.com;0;March;Thursday;3;2;3;1;Returning_Visitor;0
home.htm;0;.com;0;March;Wednesday;2;2;1;1;Returning_Visitor;0
news.htm;0;hwhkyricmyze.com;0;March;Friday;2;2;1;1;Returning_Visitor;0
overview.htm;0;.com;0.03;March;Wednesday;3;2;4;10;Returning_Visitor;0
contact.htm;0;.com;0;March;Friday;1;1;4;5;Returning_Visitor;0
home.htm;0;.com;0;March;Wednesday;2;2;1;10;Returning_Visitor;0
contact.htm;0;.com;0;March;Thursday;2;5;1;1;Returning_Visitor;0
about-us.htm;0;.com;0.03;March;Monday;2;2;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Tuesday;3;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Thursday;1;1;6;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Saturday;1;2;1;1;Returning_Visitor;0
home.htm;0;.com;0;March;Friday;4;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Saturday;2;2;1;5;Returning_Visitor;0
about-us.htm;0;.com;0;March;Monday;2;2;1;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Saturday;4;1;1;1;Returning_Visitor;0
50976;0;.com;0;March;Tuesday;3;2;6;1;Returning_Visitor;1
home.htm;0;.com;0;March;Saturday;2;2;4;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Monday;2;2;9;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Sunday;2;2;1;1;New_Visitor;0
overview.htm;0;.com;0;March;Wednesday;1;2;6;1;Returning_Visitor;0
news.htm;0;.com;0;March;Sunday;2;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Thursday;2;2;1;1;New_Visitor;0
home.htm;0;.com;0;March;Tuesday;1;1;1;1;Returning_Visitor;0
news.htm;0;.com;0;March;Tuesday;3;2;1;5;Returning_Visitor;0
home.htm;0;.com;0;March;Tuesday;3;2;8;1;New_Visitor;0
overview.htm;0;.com;0.18;March;Sunday;3;2;3;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Monday;4;2;1;1;New_Visitor;0
contact.htm;0;.com;0;March;Sunday;1;2;1;1;Returning_Visitor;0
contact.htm;0;.com;0;March;Tuesday;2;2;1;1;Returning_Visitor;0
news.htm;0;.com;0;March;Sunday;2;2;3;1;Returning_Visitor;0
news.htm;0;.com;0;March;Wednesday;2;2;3;1;Returning_Visitor;0
home.htm;0;.com;0;March;Friday;3;2;1;1;Returning_Visitor;0
news.htm;0;.com;0;March;Saturday;2;2;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Wednesday;2;2;1;1;Returning_Visitor;0
overview.htm;0;.com;0;March;Sunday;3;2;1;1;Returning_Visitor;0
home.htm;0;dcmwwdjvjmiom.com;0;March;Saturday;2;2;1;1;Returning_Visitor;0
news.htm;0;.com;0.18;March;Monday;2;2;4;1;Returning_Visitor;0
about-us.htm;0;.com;0.09;March;Thursday;1;1;1;1;Returning_Visitor;0
about-us.htm;0;.com;0;March;Monday;1;1;8;1;Returning_Visitor;0
about-us.htm;0;.com;0.18;March;Tuesday;2;2;8;1;Returning_Visitor;0
